Nested Section Name,Link
1205.01(b)(viii) - Geographic-Reference Exception,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/ch1200_d1b219_29d51_1d9.html
1205.01(c) - Examination Procedures for Marks Containing Greek Red Cross or the Phrases “Red Cross” or “Geneva Cross”,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-120501c.html
"1205.01(c)(i) - Date of First Use is Before or After June 25, 1948",https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-120501ci.html
1205.01(c)(ii) - Date of First Use Not Specified,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-120501cii.html
1205.01(c)(iii) - Applicable Refusals,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-120501ciii.html
"1205.01(c)(iv) - Amendments to Disclaim, Delete, or Amend the Unregistrable Symbol or Designation",https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-120501civ.html
1205.01(d) - Examination Procedures for Marks Containing the Swiss Confederation Coat of Arms or Flag,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-120501d.html
1205.01(d)(i) - Refusal Under Sections 1 and 45: Swiss Coat of Arms Not in Lawful Use,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-120501di.html
1205.01(d)(i)(A) - When a Refusal Under Sections 1 and 45 Must Be Issued,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/ch1200_d1d84e_27db4_229.html
1205.01(d)(i)(B) - When an Advisory Should Be Provided,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/ch1200_d1d84e_2826b_1c7.html
1205.01(d)(i)(C) - When a Refusal Under Sections 1 and 45 Should Not Be Issued,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/ch1200_d1d84e_28385_266.html
1205.01(d)(i)(D) - Applicant’s Response to Refusal,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/ch1200_d1d84e_29a19_2e4.html
1205.01(d)(i)(E) - Refusals Based on Extrinsic Evidence,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/ch1200_d1d84e_2a04a_aa.html
1205.01(d)(ii) - Refusal Under §2(b): Swiss Flag or Swiss Coat of Arms,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-120501dii.html
1205.01(d)(ii)(A) - When a Refusal Under §2(b) Must Be Issued,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-120501diiA.html
1205.01(d)(ii)(B) - When an Advisory Should Be Provided,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-120501diiB.html
1205.01(d)(ii)(C) - When a Refusal Under §2(b) Should Not Be Issued,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-120501diiC.html
1205.01(d)(ii)(D) - Applicant’s Response to Refusal,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-120501diiD.html
1205.01(d)(iii) - Other Refusals,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/ch1200_d1d84f_1d656_32c.html
1205.01(d)(iv) - Examples,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/ch1200_d2241c_1990e_25b.html
"1205.01(a) - Examination Procedures for Marks Comprising a Red Crystal or Red Crescent on a White Background, or the Phrases “Red Crescent” or “Third Protocol Emblem”",https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e4552.html
"1205.01(a)(i) - First Use After December 8, 2005",https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e4567.html
"1205.01(a)(ii) - First Use On or Before December 8, 2005 – Grandfather Clause",https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e4578.html
1205.01(a)(iii) - Date of First Use Not Specified,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e4586.html
1205.01(a)(iv) - Applicable Refusals,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e4594.html
"1205.01(a)(v) - Amendments to Disclaim, Delete, or Amend the Unregistrable Symbol or Designation",https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e4613.html
1205.01(a)(vi) - Parties Authorized to use the Red Crescent and Third Protocol Emblem,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e4629.html
"1205.01(a)(i) - First Use After December 8, 2005",https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e4567.html
"1205.01(a)(ii) - First Use On or Before December 8, 2005 – Grandfather Clause",https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e4578.html
1205.01(a)(iii) - Date of First Use Not Specified,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e4586.html
1205.01(a)(iv) - Applicable Refusals,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e4594.html
"1205.01(a)(v) - Amendments to Disclaim, Delete, or Amend the Unregistrable Symbol or Designation",https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e4613.html
1205.01(a)(vi) - Parties Authorized to use the Red Crescent and Third Protocol Emblem,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e4629.html
1205.01(b) - Examination Procedures for Marks Comprising Matter Related to the United States Olympic Committee or the Olympics,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/ch1200_d1b219_29d37_311.html
1205.01(b)(i) - Nature of the Mark,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/ch1200_d1b219_29d3b_284.html
1205.01(b)(ii) - Issuing Other Substantive Refusals,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/ch1200_d1b219_29d3e_12d.html
"1205.01(b)(iii) - Amendments to Disclaim, Delete, or Amend the Unregistrable Wording or Symbol",https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/ch1200_d1b219_29d45_217.html
1205.01(b)(iv) - Consent to Register,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/ch1200_d1b219_29d48_2a4.html
"1205.01(b)(v) - First Use On or After September 21, 1950",https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/ch1200_d1b219_29d4b_207.html
"1205.01(b)(vi) - First Use Before September 21, 1950 – Grandfather Clause",https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/ch1200_d1b219_29d4e_33.html
1205.01(b)(vii) - Date of First Use Not Specified,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/ch1200_d1ff5f_1205_01-b-vii.html
1205.01(b)(viii) - Geographic-Reference Exception,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/ch1200_d1b219_29d51_1d9.html
1205.01(b)(i) - Nature of the Mark,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/ch1200_d1b219_29d3b_284.html
1205.01(b)(ii) - Issuing Other Substantive Refusals,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/ch1200_d1b219_29d3e_12d.html
"1205.01(b)(iii) - Amendments to Disclaim, Delete, or Amend the Unregistrable Wording or Symbol",https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/ch1200_d1b219_29d45_217.html
1205.01(b)(iv) - Consent to Register,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/ch1200_d1b219_29d48_2a4.html
"1205.01(b)(v) - First Use On or After September 21, 1950",https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/ch1200_d1b219_29d4b_207.html
"1205.01(b)(vi) - First Use Before September 21, 1950 – Grandfather Clause",https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/ch1200_d1b219_29d4e_33.html
1205.01(b)(vii) - Date of First Use Not Specified,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/ch1200_d1ff5f_1205_01-b-vii.html
1205.01(b)(viii) - Geographic-Reference Exception,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/ch1200_d1b219_29d51_1d9.html
1205.01(c) - Examination Procedures for Marks Containing Greek Red Cross or the Phrases “Red Cross” or “Geneva Cross”,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-120501c.html
"1205.01(c)(i) - Date of First Use is Before or After June 25, 1948",https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-120501ci.html
1205.01(c)(ii) - Date of First Use Not Specified,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-120501cii.html
1205.01(c)(iii) - Applicable Refusals,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-120501ciii.html
"1205.01(c)(iv) - Amendments to Disclaim, Delete, or Amend the Unregistrable Symbol or Designation",https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-120501civ.html
"1205.01(c)(i) - Date of First Use is Before or After June 25, 1948",https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-120501ci.html
1205.01(c)(ii) - Date of First Use Not Specified,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-120501cii.html
1205.01(c)(iii) - Applicable Refusals,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-120501ciii.html
"1205.01(c)(iv) - Amendments to Disclaim, Delete, or Amend the Unregistrable Symbol or Designation",https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-120501civ.html
1205.01(d) - Examination Procedures for Marks Containing the Swiss Confederation Coat of Arms or Flag,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-120501d.html
1205.01(d)(i) - Refusal Under Sections 1 and 45: Swiss Coat of Arms Not in Lawful Use,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-120501di.html
1205.01(d)(i)(A) - When a Refusal Under Sections 1 and 45 Must Be Issued,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/ch1200_d1d84e_27db4_229.html
1205.01(d)(i)(B) - When an Advisory Should Be Provided,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/ch1200_d1d84e_2826b_1c7.html
1205.01(d)(i)(C) - When a Refusal Under Sections 1 and 45 Should Not Be Issued,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/ch1200_d1d84e_28385_266.html
1205.01(d)(i)(D) - Applicant’s Response to Refusal,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/ch1200_d1d84e_29a19_2e4.html
1205.01(d)(i)(E) - Refusals Based on Extrinsic Evidence,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/ch1200_d1d84e_2a04a_aa.html
1205.01(d)(ii) - Refusal Under §2(b): Swiss Flag or Swiss Coat of Arms,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-120501dii.html
1205.01(d)(ii)(A) - When a Refusal Under §2(b) Must Be Issued,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-120501diiA.html
1205.01(d)(ii)(B) - When an Advisory Should Be Provided,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-120501diiB.html
1205.01(d)(ii)(C) - When a Refusal Under §2(b) Should Not Be Issued,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-120501diiC.html
1205.01(d)(ii)(D) - Applicant’s Response to Refusal,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-120501diiD.html
1205.01(d)(iii) - Other Refusals,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/ch1200_d1d84f_1d656_32c.html
1205.01(d)(iv) - Examples,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/ch1200_d2241c_1990e_25b.html
1205.01(d)(i) - Refusal Under Sections 1 and 45: Swiss Coat of Arms Not in Lawful Use,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-120501di.html
1205.01(d)(i)(A) - When a Refusal Under Sections 1 and 45 Must Be Issued,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/ch1200_d1d84e_27db4_229.html
1205.01(d)(i)(B) - When an Advisory Should Be Provided,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/ch1200_d1d84e_2826b_1c7.html
1205.01(d)(i)(C) - When a Refusal Under Sections 1 and 45 Should Not Be Issued,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/ch1200_d1d84e_28385_266.html
1205.01(d)(i)(D) - Applicant’s Response to Refusal,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/ch1200_d1d84e_29a19_2e4.html
1205.01(d)(i)(E) - Refusals Based on Extrinsic Evidence,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/ch1200_d1d84e_2a04a_aa.html
1205.01(d)(i)(A) - When a Refusal Under Sections 1 and 45 Must Be Issued,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/ch1200_d1d84e_27db4_229.html
1205.01(d)(i)(B) - When an Advisory Should Be Provided,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/ch1200_d1d84e_2826b_1c7.html
1205.01(d)(i)(C) - When a Refusal Under Sections 1 and 45 Should Not Be Issued,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/ch1200_d1d84e_28385_266.html
1205.01(d)(i)(D) - Applicant’s Response to Refusal,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/ch1200_d1d84e_29a19_2e4.html
1205.01(d)(i)(E) - Refusals Based on Extrinsic Evidence,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/ch1200_d1d84e_2a04a_aa.html
1205.01(d)(ii) - Refusal Under §2(b): Swiss Flag or Swiss Coat of Arms,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-120501dii.html
1205.01(d)(ii)(A) - When a Refusal Under §2(b) Must Be Issued,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-120501diiA.html
1205.01(d)(ii)(B) - When an Advisory Should Be Provided,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-120501diiB.html
1205.01(d)(ii)(C) - When a Refusal Under §2(b) Should Not Be Issued,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-120501diiC.html
1205.01(d)(ii)(D) - Applicant’s Response to Refusal,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-120501diiD.html
1205.01(d)(ii)(A) - When a Refusal Under §2(b) Must Be Issued,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-120501diiA.html
1205.01(d)(ii)(B) - When an Advisory Should Be Provided,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-120501diiB.html
1205.01(d)(ii)(C) - When a Refusal Under §2(b) Should Not Be Issued,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-120501diiC.html
1205.01(d)(ii)(D) - Applicant’s Response to Refusal,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-120501diiD.html
1205.01(d)(iii) - Other Refusals,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/ch1200_d1d84f_1d656_32c.html
1205.01(d)(iv) - Examples,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/ch1200_d2241c_1990e_25b.html
1205.02 - Article 6ter of the Paris Convention,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e4645.html
1205.03 - Native American Tribal Insignia,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/ch1200_d2266d_1677c_147.html
"1206 - Refusal on Basis of Name, Portrait, or Signature of Particular Living Individual or Deceased U.S. President Without Consent",https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e4690.html
"1206.01 - Name, Portrait, or Signature of Particular Living Individual",https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e4740.html
1206.02 - Connection with Goods or Services,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e4797.html
1206.03 - When Inquiry is Required,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e4835.html
1206.04 - Consent of Individual or President’s Widow,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e4887.html
1206.04(a) - Consent Statement Must Be Written Consent to Registration,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e4891.html
1206.04(b) - Consent May Be Presumed From Signature of Application,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e4922.html
1206.04(c) - New Consent Not Required if Consent is of Record in Valid Registration Owned by Applicant,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e4974.html
1206.04(d) - Implicit Consent,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e4995.html
1206.05 - Names and Likenesses That Do Not Identify a Particular Living Individual,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e5010.html
"1206.01 - Name, Portrait, or Signature of Particular Living Individual",https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e4740.html
1206.02 - Connection with Goods or Services,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e4797.html
1206.03 - When Inquiry is Required,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e4835.html
1206.04 - Consent of Individual or President’s Widow,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e4887.html
1206.04(a) - Consent Statement Must Be Written Consent to Registration,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e4891.html
1206.04(b) - Consent May Be Presumed From Signature of Application,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e4922.html
1206.04(c) - New Consent Not Required if Consent is of Record in Valid Registration Owned by Applicant,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e4974.html
1206.04(d) - Implicit Consent,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e4995.html
1206.04(a) - Consent Statement Must Be Written Consent to Registration,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e4891.html
1206.04(b) - Consent May Be Presumed From Signature of Application,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e4922.html
1206.04(c) - New Consent Not Required if Consent is of Record in Valid Registration Owned by Applicant,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e4974.html
1206.04(d) - Implicit Consent,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e4995.html
1206.05 - Names and Likenesses That Do Not Identify a Particular Living Individual,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e5010.html
"1207 - Refusal on Basis of Likelihood of Confusion, Mistake, or Deception",https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e5036.html
1207.01 - Likelihood of Confusion,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e5044.html
1207.01(a) - Relatedness of the Goods or Services,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e5130.html
1207.01(a)(i) - Goods or Services Need Not Be Identical,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e5146.html
1207.01(a)(ii) - Establishing Relatedness of Goods to Services,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e5185.html
1207.01(a)(ii)(A) - Food and Beverage Products Versus Restaurant Services,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e5218.html
1207.01(a)(iii) - Reliance on Identification of Goods/Services in Registration and Application,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e5267.html
1207.01(a)(iv) - No “Per Se” Rule,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e5323.html
1207.01(a)(v) - Expansion-of-Trade Doctrine,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e5353.html
1207.01(a)(vi) - Evidence Showing Relatedness of Goods or Services,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e5376.html
1207.01(b) - Similarity of the Marks,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e5395.html
1207.01(b)(i) - Word Marks,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e5423.html
1207.01(b)(ii) - Similarity In Appearance,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e5438.html
1207.01(b)(iii) - Comparing Marks that Contain Additional Matter,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e5475.html
1207.01(b)(iv) - Similarity in Sound – Phonetic Equivalents,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e5562.html
1207.01(b)(v) - Similarity in Meaning,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e5587.html
1207.01(b)(vi) - Doctrine of Foreign Equivalents,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e5616.html
1207.01(b)(vi)(A) - Background,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e5649.html
1207.01(b)(vi)(B) - When an Ordinary American Purchaser Would “Stop and Translate”,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e5695.html
1207.01(b)(vi)(C) - Likelihood of Confusion Factors Still Apply When Assessing Whether Marks are Confusingly Similar,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e5832.html
1207.01(b)(vii) - Transposition of Terms,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e5865.html
1207.01(b)(viii) - Marks Consisting of Multiple Words,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e5885.html
1207.01(b)(ix) - Weak or Descriptive Marks,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e5916.html
1207.01(b)(x) - Parody Marks,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e5948.html
1207.01(b)(xi) - Color Marks,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/ch1200_d1fd11_1960e_2bb.html
1207.01(c) - Design Marks,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e5973.html
1207.01(c)(i) - Legal Equivalents – Comparison of Words and Their Equivalent Designs,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e5994.html
1207.01(c)(ii) - Composite Marks Consisting of Both Words and Designs,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e6009.html
1207.01(c)(iii) - Comparison of Standard Character Marks and Special Form Marks,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e6043.html
1207.01(c)(iv) - Matter Depicted in Broken Lines,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e6065.html
1207.01(d) - Miscellaneous Considerations,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e6073.html
1207.01(d)(i) - Doubt Resolved in Favor of Registrant,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e6077.html
1207.01(d)(ii) - Absence of Actual Confusion,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e6089.html
1207.01(d)(iii) - Third-Party Registrations and Evidence of Third-Party Use,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e6101.html
1207.01(d)(iv) - Collateral Attack on Registration Improper in Ex Parte Proceeding,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e6170.html
1207.01(d)(v) - Classification of Goods/Services,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e6193.html
1207.01(d)(vi) - Prior Decisions of Examining Attorneys,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e6205.html
1207.01(d)(vii) - Sophisticated Purchasers,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e6217.html
1207.01(d)(viii) - Consent Agreements,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e6229.html
1207.01(d)(ix) - Fame of the Prior Registered Mark,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e6296.html
1207.01(d)(x) - Conflicting Marks Owned by Different Parties,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e6380.html
1207.01(d)(xi) - Family of Marks,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e6387.html
1207.01(d)(xii) - Pharmaceuticals or Medicinal Products,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/ch1200_d1b219_25637_296.html
1207.02 - Marks That Are Likely to Deceive,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e6456.html
1207.03 - Marks Previously Used in United States but Not Registered,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e6462.html
1207.04 - Concurrent Use Registration,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e6468.html
1207.04(a) - Concurrent Use – In General,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e6472.html
1207.04(b) - Filing Basis of Application Seeking Concurrent Use Registration,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e6495.html
1207.04(c) - Criteria for Requesting Concurrent Use Registration,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e6523.html
1207.04(d) - Requirements for All Concurrent Use Applications,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e6540.html
1207.04(d)(i) - Concurrent Use Application for a Trademark or Service Mark,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/ch1200_d24bff_22949_194.html
1207.04(d)(ii) - Concurrent Use Application for a Collective or Certification Mark,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/ch1200_d24bff_22df7_6.html
1207.04(e) - Applications Subject to Concurrent Use Proceeding Before the Trademark Trial and Appeal Board,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e6576.html
1207.04(e)(i) - Preparing the Record for Publication,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e6593.html
1207.04(f) - Application for Concurrent Use Registration Pursuant to Court Decree,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e6654.html
1207.04(f)(i) - Preparing the Record for Publication,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e6694.html
1207.04(g) - Application for Concurrent Use Registration Based on Final Board Decision in Prior Concurrent Use Proceeding,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/ch1200_d1b219_29d8b_2b3.html
1207.04(g)(i) - Preparing the Record for Publication,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/ch1200_d1b219_25f9f_ea.html
1207.01 - Likelihood of Confusion,https://tmep.uspto.gov/RDMS/TMEP/current#/Nov2023/TMEP-1200d1e5044.html
